Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
ECU,1995,0.28,0.93,0.25,5.23,0.58,3.38,1.21,14.15
ECU,1996,0.28,0.94,0.25,5.23,0.58,3.39,1.21,14.17
ECU,1997,0.28,0.94,0.25,5.24,0.59,3.41,1.21,14.18
ECU,1998,0.28,0.94,0.25,5.25,0.59,3.42,1.22,14.2
ECU,1999,0.28,0.94,0.25,5.26,0.59,3.44,1.23,14.22
ECU,2000,0.28,0.94,0.25,5.27,0.6,3.45,1.23,14.23
ECU,2001,0.28,0.94,0.25,5.27,0.6,3.46,1.23,14.25
ECU,2002,0.28,0.94,0.26,5.29,0.61,3.48,1.21,14.3
ECU,2003,0.28,0.94,0.26,5.31,0.62,3.49,1.2,14.36
ECU,2004,0.28,0.95,0.26,5.33,0.63,3.51,1.19,14.42
ECU,2005,0.29,0.95,0.26,5.34,0.64,3.52,1.19,14.46
ECU,2006,0.29,0.95,0.26,5.35,0.64,3.52,1.19,14.47
ECU,2007,0.29,0.95,0.27,5.36,0.65,3.52,1.2,14.48
ECU,2008,0.29,0.95,0.27,5.37,0.65,3.52,1.2,14.5
ECU,2009,0.29,0.95,0.27,5.39,0.65,3.52,1.2,14.51
ECU,2010,0.29,0.96,0.28,5.4,0.66,3.52,1.2,14.51
ECU,2011,0.29,0.96,0.28,5.42,0.66,3.52,1.2,14.54
ECU,2012,0.29,0.96,0.28,5.44,0.65,3.52,1.18,14.56
ECU,2013,0.29,0.96,0.29,5.47,0.65,3.52,1.17,14.59
ECU,2014,0.29,0.96,0.29,5.5,0.65,3.52,1.15,14.61
ECU,2015,0.29,0.96,0.29,5.51,0.65,3.52,1.14,14.62
ECU,2016,0.29,0.96,0.3,5.51,0.65,3.52,1.11,14.62
ECU,2017,0.29,0.96,0.3,5.51,0.65,3.52,1.07,14.62
ECU,2018,0.29,0.96,0.3,5.51,0.65,3.52,1.04,14.61
ECU,2019,0.29,0.96,0.3,5.51,0.65,3.51,1.01,14.59
EGY,1990,0.25,0.74,0.16,4.53,0.29,3.89,0.4,14.88
EGY,1991,0.25,0.74,0.16,4.54,0.29,3.92,0.4,14.89
EGY,1992,0.25,0.74,0.16,4.54,0.29,3.94,0.4,14.89
EGY,1993,0.25,0.74,0.16,4.54,0.29,3.96,0.39,14.88
EGY,1994,0.25,0.74,0.17,4.54,0.29,3.97,0.39,14.87
EGY,1995,0.25,0.74,0.17,4.53,0.29,3.98,0.39,14.85
EGY,1996,0.25,0.75,0.17,4.48,0.29,3.97,0.4,14.76
EGY,1997,0.25,0.75,0.17,4.36,0.29,3.93,0.4,14.59
EGY,1998,0.25,0.75,0.17,4.21,0.29,3.9,0.4,14.4
EGY,1999,0.25,0.75,0.17,4.09,0.29,3.87,0.4,14.24
EGY,2000,0.25,0.75,0.17,4.04,0.29,3.85,0.4,14.15
EGY,2001,0.25,0.75,0.18,4.04,0.29,3.86,0.4,14.13
EGY,2002,0.25,0.75,0.18,4.04,0.29,3.86,0.4,14.11
EGY,2003,0.25,0.75,0.18,4.05,0.29,3.87,0.4,14.09
EGY,2004,0.25,0.75,0.18,4.06,0.29,3.88,0.4,14.07
EGY,2005,0.25,0.75,0.18,4.06,0.29,3.88,0.4,14.05
EGY,2006,0.25,0.75,0.18,4.13,0.3,3.88,0.4,14.07
EGY,2007,0.25,0.75,0.19,4.27,0.3,3.88,0.4,14.16
EGY,2008,0.26,0.75,0.19,4.44,0.3,3.88,0.4,14.27
EGY,2009,0.26,0.75,0.19,4.59,0.31,3.88,0.41,14.37
EGY,2010,0.26,0.75,0.19,4.67,0.31,3.88,0.41,14.41
EGY,2011,0.26,0.75,0.19,4.69,0.31,3.9,0.41,14.43
EGY,2012,0.26,0.75,0.2,4.72,0.31,3.95,0.4,14.48
EGY,2013,0.26,0.75,0.2,4.74,0.31,4.01,0.4,14.53
EGY,2014,0.26,0.76,0.2,4.76,0.31,4.06,0.4,14.57
EGY,2015,0.26,0.76,0.2,4.77,0.31,4.09,0.4,14.58
EGY,2016,0.26,0.76,0.2,4.77,0.33,4.09,0.4,14.56
EGY,2017,0.26,0.76,0.21,4.77,0.34,4.09,0.4,14.55
EGY,2018,0.26,0.76,0.21,4.78,0.35,4.11,0.41,14.55
EGY,2019,0.26,0.76,0.21,4.81,0.35,4.13,0.41,14.58
SLV,1990,0.27,0.85,0.16,4.32,0.35,3.81,4.38,13.24
SLV,1991,0.27,0.85,0.16,4.33,0.36,3.81,4.32,13.24
SLV,1992,0.27,0.85,0.16,4.33,0.36,3.81,4.27,13.25
SLV,1993,0.27,0.85,0.16,4.34,0.36,3.81,4.22,13.24
SLV,1994,0.27,0.85,0.16,4.35,0.36,3.8,4.18,13.24
SLV,1995,0.27,0.85,0.17,4.36,0.36,3.8,4.15,13.24
SLV,1996,0.27,0.85,0.17,4.37,0.36,3.8,4.13,13.23
SLV,1997,0.27,0.85,0.17,4.38,0.36,3.78,4.13,13.22
SLV,1998,0.27,0.85,0.17,4.39,0.36,3.77,4.12,13.21
SLV,1999,0.28,0.86,0.17,4.4,0.37,3.75,4.11,13.2
SLV,2000,0.28,0.86,0.18,4.41,0.37,3.74,4.09,13.2
SLV,2001,0.28,0.86,0.18,4.42,0.37,3.72,4.05,13.2
SLV,2002,0.28,0.86,0.18,4.43,0.37,3.71,3.98,13.2
SLV,2003,0.28,0.86,0.18,4.45,0.37,3.69,3.91,13.21
SLV,2004,0.28,0.86,0.18,4.46,0.37,3.68,3.84,13.21
SLV,2005,0.28,0.86,0.18,4.47,0.37,3.67,3.8,13.21
SLV,2006,0.28,0.86,0.18,4.49,0.37,3.65,3.79,13.21
SLV,2007,0.28,0.86,0.19,4.51,0.37,3.64,3.81,13.22
SLV,2008,0.28,0.87,0.19,4.53,0.37,3.63,3.82,13.22
SLV,2009,0.28,0.87,0.19,4.55,0.38,3.62,3.84,13.22
SLV,2010,0.28,0.87,0.19,4.56,0.38,3.61,3.85,13.23
SLV,2011,0.28,0.87,0.19,4.58,0.38,3.61,3.85,13.23
SLV,2012,0.28,0.87,0.2,4.59,0.38,3.6,3.84,13.23
SLV,2013,0.28,0.87,0.2,4.61,0.38,3.6,3.82,13.24
SLV,2014,0.28,0.87,0.2,4.63,0.38,3.6,3.8,13.25
SLV,2015,0.28,0.87,0.2,4.64,0.38,3.6,3.78,13.25
SLV,2016,0.28,0.87,0.2,4.65,0.39,3.6,3.67,13.26
SLV,2017,0.28,0.87,0.21,4.65,0.39,3.61,3.59,13.26
SLV,2018,0.28,0.87,0.21,4.65,0.39,3.61,3.62,13.26
SLV,2019,0.28,0.87,0.21,4.65,0.37,3.6,3.73,13.24
GNQ,1990,0.21,0.56,0.09,3.88,0.38,6.11,1.24,13.89
GNQ,1991,0.21,0.56,0.09,3.88,0.38,6.09,1.23,13.88
GNQ,1992,0.21,0.56,0.09,3.88,0.38,6.08,1.22,13.87
GNQ,1993,0.21,0.56,0.09,3.89,0.38,6.06,1.21,13.85
GNQ,1994,0.21,0.56,0.09,3.89,0.38,6.05,1.2,13.83
GNQ,1995,0.21,0.56,0.09,3.89,0.38,6.03,1.19,13.82
GNQ,1996,0.21,0.56,0.09,3.89,0.38,6.02,1.18,13.76
GNQ,1997,0.21,0.56,0.1,3.89,0.38,6,1.18,13.66
GNQ,1998,0.21,0.56,0.11,3.9,0.39,5.98,1.18,13.54
GNQ,1999,0.22,0.56,0.12,3.9,0.39,5.96,1.18,13.42
GNQ,2000,0.22,0.56,0.13,3.9,0.39,5.94,1.17,13.34
GNQ,2001,0.22,0.56,0.14,3.9,0.4,5.92,1.17,13.29
GNQ,2002,0.22,0.56,0.16,3.91,0.4,5.9,1.17,13.23
GNQ,2003,0.23,0.56,0.17,3.9,0.4,5.87,1.17,13.18
GNQ,2004,0.23,0.56,0.18,3.9,0.4,5.85,1.16,13.15
GNQ,2005,0.23,0.56,0.19,3.9,0.4,5.84,1.16,13.13
GNQ,2006,0.23,0.56,0.2,3.9,0.4,5.83,1.16,13.13
GNQ,2007,0.24,0.56,0.21,3.9,0.4,5.84,1.15,13.13
GNQ,2008,0.24,0.56,0.22,3.9,0.4,5.84,1.15,13.15
GNQ,2009,0.24,0.56,0.22,3.9,0.4,5.85,1.15,13.16
GNQ,2010,0.24,0.56,0.22,3.89,0.4,5.85,1.15,13.17
GNQ,2011,0.24,0.57,0.23,3.89,0.41,5.85,1.15,13.17
GNQ,2012,0.24,0.57,0.23,3.89,0.41,5.86,1.15,13.18
GNQ,2013,0.24,0.56,0.23,3.89,0.41,5.86,1.16,13.19
GNQ,2014,0.24,0.56,0.23,3.89,0.41,5.86,1.16,13.19
GNQ,2015,0.24,0.56,0.23,3.89,0.42,5.86,1.16,13.19
GNQ,2016,0.24,0.57,0.23,3.9,0.42,5.84,1.15,13.19
GNQ,2017,0.24,0.57,0.23,3.91,0.43,5.82,1.14,13.18
GNQ,2018,0.24,0.57,0.22,3.9,0.43,5.83,1.16,13.19
GNQ,2019,0.24,0.57,0.22,3.89,0.43,5.86,1.19,13.21
ERI,1990,0.21,0.59,0.08,3.75,0.35,5.12,1.71,13.31
ERI,1991,0.21,0.59,0.08,3.75,0.36,5.11,1.73,13.26
ERI,1992,0.21,0.59,0.08,3.75,0.36,5.1,1.74,13.21
ERI,1993,0.21,0.59,0.08,3.74,0.36,5.09,1.76,13.16
ERI,1994,0.21,0.59,0.08,3.74,0.37,5.08,1.78,13.11
ERI,1995,0.21,0.59,0.08,3.74,0.37,5.07,1.79,13.07
ERI,1996,0.21,0.6,0.08,3.75,0.37,5.07,1.81,13.02
ERI,1997,0.21,0.6,0.09,3.75,0.37,5.05,1.82,12.97
ERI,1998,0.21,0.6,0.09,3.75,0.37,5.04,1.84,12.92
ERI,1999,0.21,0.6,0.09,3.76,0.38,5.03,1.85,12.88
ERI,2000,0.21,0.6,0.09,3.76,0.38,5.03,1.86,12.86
ERI,2001,0.21,0.6,0.09,3.76,0.38,5.02,1.86,12.86
ERI,2002,0.21,0.6,0.09,3.76,0.38,5.02,1.85,12.86
ERI,2003,0.21,0.6,0.09,3.76,0.38,5.01,1.84,12.85
ERI,2004,0.21,0.6,0.09,3.76,0.38,5.01,1.83,12.84
ERI,2005,0.21,0.6,0.09,3.76,0.37,5,1.82,12.84
ERI,2006,0.21,0.6,0.09,3.75,0.37,4.99,1.8,12.84
ERI,2007,0.21,0.6,0.09,3.75,0.37,4.98,1.78,12.84
ERI,2008,0.21,0.6,0.09,3.75,0.37,4.97,1.76,12.85
ERI,2009,0.21,0.6,0.09,3.74,0.37,4.96,1.74,12.85
ERI,2010,0.21,0.6,0.09,3.74,0.37,4.95,1.73,12.85
ERI,2011,0.21,0.6,0.09,3.75,0.37,4.96,1.72,12.86
ERI,2012,0.21,0.6,0.09,3.76,0.37,4.96,1.72,12.87
ERI,2013,0.21,0.6,0.09,3.78,0.37,4.96,1.71,12.87
ERI,2014,0.21,0.6,0.09,3.8,0.37,4.97,1.71,12.88
ERI,2015,0.21,0.6,0.09,3.81,0.37,4.97,1.7,12.89
ERI,2016,0.21,0.6,0.09,3.82,0.37,4.98,1.7,12.9
ERI,2017,0.21,0.6,0.09,3.84,0.37,4.98,1.69,12.92
ERI,2018,0.21,0.6,0.09,3.84,0.37,4.98,1.69,12.92
ERI,2019,0.21,0.6,0.09,3.85,0.38,4.99,1.71,12.92
EST,1990,0.3,0.56,0.15,3.65,1.16,4.99,1.98,13.19
EST,1991,0.3,0.56,0.15,3.65,1.17,4.97,2.03,13.19
EST,1992,0.3,0.56,0.15,3.65,1.19,4.95,2.07,13.18
EST,1993,0.3,0.56,0.15,3.65,1.21,4.94,2.11,13.18
EST,1994,0.3,0.56,0.14,3.65,1.22,4.93,2.15,13.18
EST,1995,0.3,0.56,0.14,3.65,1.24,4.93,2.18,13.18
EST,1996,0.3,0.56,0.14,3.65,1.26,4.93,2.21,13.18
EST,1997,0.3,0.56,0.15,3.65,1.28,4.94,2.25,13.19
EST,1998,0.3,0.56,0.15,3.66,1.3,4.95,2.3,13.2
EST,1999,0.3,0.56,0.15,3.66,1.32,4.95,2.33,13.19
EST,2000,0.3,0.56,0.15,3.65,1.35,4.93,2.35,13.17
EST,2001,0.3,0.56,0.15,3.65,1.38,4.89,2.33,13.12
EST,2002,0.3,0.56,0.15,3.65,1.42,4.81,2.29,13.03
EST,2003,0.3,0.56,0.15,3.65,1.46,4.72,2.24,12.93
EST,2004,0.3,0.56,0.16,3.65,1.5,4.63,2.2,12.82
EST,2005,0.31,0.56,0.16,3.65,1.53,4.54,2.16,12.73
EST,2006,0.31,0.56,0.16,3.65,1.55,4.47,2.14,12.65
EST,2007,0.31,0.56,0.17,3.66,1.58,4.39,2.1,12.58
EST,2008,0.31,0.56,0.17,3.66,1.6,4.31,2.06,12.5
EST,2009,0.31,0.56,0.17,3.67,1.62,4.23,2.03,12.44
EST,2010,0.31,0.56,0.17,3.67,1.64,4.18,2.02,12.39
EST,2011,0.31,0.56,0.18,3.67,1.66,4.13,2.01,12.34
EST,2012,0.31,0.56,0.18,3.67,1.68,4.08,2.01,12.3
EST,2013,0.31,0.56,0.18,3.67,1.69,4.04,2.02,12.27
EST,2014,0.31,0.56,0.18,3.67,1.71,4,2.02,12.24
EST,2015,0.31,0.57,0.18,3.67,1.71,3.98,2.02,12.22
EST,2016,0.31,0.57,0.18,3.65,1.7,3.98,2.01,12.2
EST,2017,0.31,0.57,0.19,3.64,1.69,3.97,1.99,12.18
EST,2018,0.31,0.56,0.19,3.64,1.69,3.98,1.94,12.18
EST,2019,0.31,0.56,0.19,3.65,1.69,3.99,1.86,12.19
SWZ,1990,0.22,0.54,0.13,3.55,0.64,4.22,2.27,11.49
SWZ,1991,0.22,0.54,0.13,3.55,0.65,4.23,2.28,11.5
SWZ,1992,0.22,0.54,0.14,3.55,0.66,4.24,2.29,11.51
SWZ,1993,0.22,0.54,0.14,3.56,0.67,4.26,2.3,11.52
SWZ,1994,0.22,0.54,0.14,3.56,0.68,4.27,2.31,11.52
SWZ,1995,0.22,0.54,0.14,3.56,0.69,4.28,2.32,11.53
SWZ,1996,0.22,0.54,0.14,3.57,0.7,4.29,2.34,11.55
SWZ,1997,0.22,0.55,0.14,3.58,0.71,4.32,2.37,11.58
SWZ,1998,0.22,0.55,0.14,3.59,0.72,4.36,2.41,11.62
SWZ,1999,0.22,0.55,0.14,3.59,0.73,4.39,2.44,11.66
SWZ,2000,0.22,0.55,0.14,3.6,0.73,4.42,2.45,11.69
SWZ,2001,0.22,0.55,0.14,3.6,0.73,4.43,2.46,11.71
SWZ,2002,0.22,0.55,0.14,3.6,0.73,4.46,2.46,11.74
SWZ,2003,0.22,0.55,0.14,3.6,0.73,4.48,2.47,11.76
SWZ,2004,0.22,0.55,0.14,3.6,0.73,4.51,2.47,11.78
SWZ,2005,0.22,0.55,0.14,3.6,0.73,4.52,2.47,11.8
SWZ,2006,0.22,0.55,0.14,3.6,0.73,4.54,2.46,11.81
SWZ,2007,0.22,0.55,0.15,3.6,0.72,4.55,2.44,11.82
SWZ,2008,0.22,0.55,0.15,3.59,0.72,4.56,2.41,11.83
SWZ,2009,0.22,0.55,0.15,3.59,0.72,4.57,2.38,11.84
SWZ,2010,0.22,0.55,0.15,3.59,0.72,4.58,2.36,11.85
SWZ,2011,0.22,0.55,0.15,3.6,0.72,4.58,2.35,11.86
SWZ,2012,0.22,0.55,0.15,3.61,0.72,4.58,2.35,11.87
SWZ,2013,0.22,0.55,0.15,3.62,0.72,4.59,2.34,11.89
SWZ,2014,0.22,0.55,0.15,3.63,0.72,4.58,2.33,11.91
SWZ,2015,0.22,0.55,0.15,3.64,0.71,4.59,2.32,11.92
SWZ,2016,0.22,0.55,0.16,3.65,0.71,4.59,2.25,11.94
SWZ,2017,0.23,0.55,0.16,3.66,0.7,4.6,2.19,11.96
SWZ,2018,0.23,0.55,0.16,3.65,0.7,4.6,2.21,11.95
SWZ,2019,0.23,0.55,0.16,3.62,0.7,4.59,2.28,11.93
ETH,1990,0.21,0.62,0.07,3.67,0.34,5.13,2.31,13.42
ETH,1991,0.21,0.62,0.07,3.65,0.34,5.11,2.31,13.41
ETH,1992,0.21,0.62,0.07,3.64,0.34,5.09,2.3,13.41
ETH,1993,0.21,0.62,0.07,3.63,0.35,5.07,2.29,13.41
ETH,1994,0.21,0.62,0.06,3.62,0.35,5.06,2.29,13.41
ETH,1995,0.21,0.62,0.06,3.61,0.35,5.05,2.28,13.41
ETH,1996,0.21,0.62,0.06,3.61,0.35,5.04,2.27,13.42
ETH,1997,0.21,0.62,0.06,3.62,0.35,5.05,2.26,13.44
ETH,1998,0.21,0.62,0.06,3.62,0.35,5.06,2.25,13.46
ETH,1999,0.21,0.62,0.06,3.62,0.35,5.07,2.24,13.47
ETH,2000,0.21,0.62,0.06,3.62,0.35,5.06,2.24,13.47
ETH,2001,0.21,0.62,0.06,3.6,0.35,5.04,2.23,13.44
ETH,2002,0.21,0.62,0.06,3.55,0.35,5.02,2.22,13.38
ETH,2003,0.21,0.62,0.06,3.48,0.34,5,2.21,13.31
ETH,2004,0.21,0.62,0.06,3.43,0.34,4.98,2.2,13.24
ETH,2005,0.21,0.62,0.06,3.41,0.34,4.96,2.2,13.19
ETH,2006,0.21,0.62,0.06,3.4,0.34,4.94,2.25,13.15
ETH,2007,0.21,0.62,0.07,3.4,0.34,4.91,2.36,13.09
ETH,2008,0.21,0.62,0.07,3.4,0.34,4.88,2.5,13.01
ETH,2009,0.21,0.62,0.07,3.4,0.34,4.85,2.61,12.93
ETH,2010,0.21,0.63,0.07,3.41,0.34,4.82,2.66,12.86
ETH,2011,0.21,0.63,0.07,3.42,0.34,4.8,2.65,12.79
ETH,2012,0.21,0.63,0.07,3.43,0.34,4.76,2.64,12.72
ETH,2013,0.21,0.63,0.07,3.46,0.34,4.72,2.63,12.64
ETH,2014,0.21,0.63,0.08,3.48,0.34,4.7,2.62,12.58
ETH,2015,0.21,0.63,0.08,3.49,0.34,4.69,2.62,12.53
ETH,2016,0.22,0.63,0.08,3.51,0.34,4.7,2.62,12.52
ETH,2017,0.22,0.63,0.08,3.53,0.34,4.71,2.62,12.51
ETH,2018,0.22,0.63,0.09,3.53,0.34,4.73,2.63,12.49
ETH,2019,0.22,0.63,0.09,3.54,0.34,4.74,2.65,12.48
FJI,1990,0.3,0.28,0.1,4.06,0.7,3,0.6,11.51
FJI,1991,0.3,0.28,0.1,4.07,0.71,3.01,0.6,11.51
FJI,1992,0.3,0.28,0.1,4.08,0.71,3.01,0.6,11.52
FJI,1993,0.3,0.28,0.1,4.08,0.71,3.02,0.6,11.53
FJI,1994,0.3,0.28,0.1,4.09,0.71,3.02,0.6,11.53
FJI,1995,0.3,0.28,0.1,4.09,0.71,3.02,0.6,11.53
FJI,1996,0.3,0.28,0.1,4.09,0.71,3.02,0.6,11.52
FJI,1997,0.3,0.28,0.1,4.09,0.71,3.02,0.6,11.5
FJI,1998,0.3,0.28,0.1,4.08,0.71,3.02,0.6,11.47
FJI,1999,0.3,0.28,0.1,4.08,0.71,3.02,0.6,11.45
FJI,2000,0.3,0.28,0.1,4.07,0.7,3.01,0.6,11.44
FJI,2001,0.3,0.28,0.1,4.07,0.7,3.01,0.6,11.44
FJI,2002,0.3,0.28,0.1,4.07,0.7,3.01,0.6,11.43
FJI,2003,0.3,0.28,0.1,4.07,0.71,3.02,0.6,11.43
FJI,2004,0.3,0.28,0.1,4.07,0.7,3.01,0.6,11.42
FJI,2005,0.3,0.28,0.1,4.07,0.71,3.01,0.6,11.42
FJI,2006,0.3,0.28,0.1,4.08,0.71,3.01,0.61,11.43
FJI,2007,0.3,0.28,0.1,4.09,0.71,3.02,0.61,11.46
FJI,2008,0.3,0.28,0.1,4.11,0.71,3.02,0.61,11.49
FJI,2009,0.31,0.29,0.1,4.13,0.71,3.02,0.61,11.52
FJI,2010,0.31,0.29,0.1,4.14,0.71,3.02,0.61,11.54
FJI,2011,0.31,0.29,0.1,4.15,0.71,3.02,0.61,11.54
FJI,2012,0.31,0.29,0.1,4.16,0.71,3.02,0.61,11.54
FJI,2013,0.31,0.29,0.1,4.17,0.71,3.01,0.6,11.55
FJI,2014,0.31,0.29,0.1,4.18,0.71,3.01,0.59,11.54
FJI,2015,0.3,0.29,0.11,4.19,0.71,3.01,0.59,11.54
FJI,2016,0.31,0.29,0.11,4.18,0.71,3.01,0.59,11.53
FJI,2017,0.31,0.29,0.11,4.18,0.71,3.01,0.59,11.52
FJI,2018,0.31,0.29,0.11,4.19,0.71,3.02,0.6,11.53
FJI,2019,0.3,0.29,0.11,4.2,0.71,3.03,0.62,11.54
FIN,1990,0.29,0.99,0.47,4.69,0.88,5.41,2.26,16.28
FIN,1991,0.29,0.99,0.47,4.53,0.87,5.33,2.32,16.01
FIN,1992,0.29,0.99,0.47,4.38,0.86,5.28,2.37,15.78
FIN,1993,0.29,0.99,0.47,4.26,0.85,5.24,2.42,15.58
FIN,1994,0.29,0.99,0.47,4.16,0.85,5.21,2.47,15.44
FIN,1995,0.29,0.99,0.47,4.1,0.85,5.2,2.51,15.35
FIN,1996,0.29,0.99,0.48,4.06,0.85,5.22,2.56,15.33
FIN,1997,0.29,0.99,0.48,4.02,0.86,5.28,2.62,15.32
FIN,1998,0.29,0.99,0.49,3.98,0.87,5.35,2.68,15.34
FIN,1999,0.29,0.99,0.49,3.95,0.88,5.4,2.72,15.35
FIN,2000,0.29,0.99,0.5,3.94,0.88,5.42,2.75,15.34
FIN,2001,0.29,0.99,0.5,3.94,0.9,5.37,2.77,15.29
FIN,2002,0.29,0.99,0.51,3.95,0.91,5.26,2.78,15.18
FIN,2003,0.29,0.98,0.52,3.96,0.94,5.12,2.79,15.05
FIN,2004,0.29,0.98,0.53,3.98,0.96,5.01,2.8,14.94
FIN,2005,0.29,0.98,0.53,3.99,0.98,4.94,2.79,14.89
FIN,2006,0.29,0.98,0.53,4.03,0.99,4.94,2.77,14.93
FIN,2007,0.29,0.98,0.53,4.12,1.01,4.96,2.73,15.03
FIN,2008,0.29,0.98,0.52,4.23,1.03,4.99,2.68,15.15
FIN,2009,0.29,0.98,0.52,4.33,1.04,5.02,2.63,15.25
FIN,2010,0.29,0.98,0.52,4.37,1.06,5.02,2.59,15.28
FIN,2011,0.29,0.98,0.52,4.38,1.07,4.95,2.55,15.25
FIN,2012,0.29,0.98,0.52,4.4,1.09,4.84,2.5,15.17
FIN,2013,0.29,0.98,0.52,4.4,1.11,4.7,2.46,15.09
FIN,2014,0.29,0.98,0.52,4.41,1.12,4.59,2.42,15.02
FIN,2015,0.29,0.98,0.52,4.41,1.14,4.54,2.4,14.98
FIN,2016,0.29,0.98,0.52,4.4,1.17,4.49,2.4,14.93
FIN,2017,0.29,0.98,0.52,4.39,1.19,4.44,2.41,14.88
FIN,2018,0.29,0.98,0.53,4.39,1.18,4.48,2.44,14.9
FIN,2019,0.29,0.98,0.53,4.39,1.13,4.55,2.49,14.96
FRA,1990,0.29,0.98,0.45,6.77,1.07,4.8,2.31,16.98
FRA,1991,0.29,0.98,0.45,6.75,1.08,4.72,2.3,16.91
FRA,1992,0.29,0.98,0.46,6.73,1.09,4.65,2.29,16.86
FRA,1993,0.29,0.99,0.46,6.72,1.1,4.6,2.29,16.83
FRA,1994,0.3,0.99,0.46,6.72,1.1,4.57,2.28,16.82
FRA,1995,0.3,0.99,0.47,6.71,1.11,4.56,2.28,16.81
FRA,1996,0.3,0.99,0.47,6.75,1.11,4.56,2.29,16.85
FRA,1997,0.3,0.99,0.47,6.84,1.1,4.59,2.3,16.95
FRA,1998,0.3,0.99,0.47,6.95,1.1,4.62,2.31,17.06
FRA,1999,0.29,0.99,0.47,7.05,1.1,4.65,2.31,17.16
FRA,2000,0.29,0.99,0.47,7.1,1.11,4.66,2.32,17.22
FRA,2001,0.3,0.99,0.47,7.14,1.12,4.64,2.32,17.23
FRA,2002,0.3,0.99,0.47,7.19,1.14,4.57,2.33,17.22
FRA,2003,0.3,0.99,0.48,7.25,1.17,4.49,2.33,17.19
FRA,2004,0.3,0.99,0.48,7.29,1.2,4.42,2.33,17.17
FRA,2005,0.3,1,0.49,7.32,1.22,4.38,2.33,17.16
FRA,2006,0.3,1,0.49,7.27,1.24,4.37,2.33,17.11
FRA,2007,0.3,0.99,0.49,7.16,1.26,4.4,2.32,17.02
FRA,2008,0.29,0.99,0.49,7.03,1.27,4.43,2.31,16.92
FRA,2009,0.29,0.99,0.5,6.91,1.28,4.46,2.3,16.83
FRA,2010,0.29,0.99,0.5,6.86,1.29,4.46,2.29,16.79
FRA,2011,0.29,0.99,0.5,6.86,1.29,4.43,2.28,16.77
FRA,2012,0.29,0.99,0.5,6.87,1.28,4.37,2.27,16.73
FRA,2013,0.29,0.99,0.51,6.89,1.27,4.3,2.26,16.69
FRA,2014,0.29,0.99,0.51,6.9,1.26,4.24,2.25,16.65
FRA,2015,0.3,1,0.51,6.91,1.26,4.21,2.24,16.64
FRA,2016,0.3,1,0.51,6.91,1.29,4.21,2.23,16.64
FRA,2017,0.3,1,0.51,6.91,1.31,4.22,2.21,16.64
FRA,2018,0.3,1,0.51,6.91,1.3,4.22,2.22,16.64
FRA,2019,0.3,1,0.52,6.91,1.25,4.23,2.24,16.63
GAB,1990,0.23,0.57,0.18,3.96,0.49,5.8,1.39,13.13
GAB,1991,0.23,0.57,0.18,3.96,0.49,5.8,1.38,13.13
GAB,1992,0.23,0.57,0.18,3.96,0.5,5.8,1.37,13.13
GAB,1993,0.23,0.57,0.18,3.96,0.5,5.8,1.36,13.13
GAB,1994,0.23,0.57,0.18,3.97,0.5,5.8,1.36,13.14
GAB,1995,0.23,0.57,0.18,3.97,0.5,5.8,1.35,13.14
GAB,1996,0.23,0.57,0.18,3.97,0.49,5.8,1.35,13.15
GAB,1997,0.23,0.57,0.18,3.97,0.49,5.81,1.35,13.16
GAB,1998,0.23,0.57,0.18,3.97,0.49,5.83,1.34,13.17
GAB,1999,0.23,0.57,0.18,3.98,0.48,5.84,1.34,13.18
GAB,2000,0.23,0.57,0.18,3.98,0.48,5.85,1.34,13.19
GAB,2001,0.23,0.57,0.18,3.98,0.47,5.85,1.33,13.19
GAB,2002,0.23,0.57,0.18,3.98,0.47,5.84,1.32,13.2
GAB,2003,0.23,0.57,0.18,3.99,0.46,5.83,1.3,13.2
GAB,2004,0.23,0.57,0.18,4,0.45,5.83,1.29,13.21
GAB,2005,0.23,0.57,0.18,4,0.45,5.81,1.27,13.2
GAB,2006,0.23,0.57,0.18,4,0.44,5.79,1.26,13.19
GAB,2007,0.23,0.57,0.18,4,0.44,5.76,1.25,13.16
GAB,2008,0.23,0.57,0.18,4,0.44,5.72,1.24,13.12
GAB,2009,0.23,0.57,0.18,4,0.44,5.69,1.22,13.09
GAB,2010,0.23,0.57,0.18,4,0.43,5.67,1.22,13.07
GAB,2011,0.23,0.57,0.18,4,0.43,5.66,1.21,13.07
GAB,2012,0.23,0.57,0.18,4.01,0.43,5.65,1.21,13.07
GAB,2013,0.23,0.57,0.18,4.02,0.43,5.65,1.2,13.08
GAB,2014,0.23,0.57,0.18,4.03,0.43,5.65,1.2,13.08
GAB,2015,0.23,0.57,0.18,4.04,0.43,5.65,1.19,13.09
