Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
MEX,2019,0.3,0.97,0.26,3.74,0.58,3.77,1.39,12.26
FSM,1990,0.28,0.27,0.08,4.02,0.76,3.08,0.73,11.84
FSM,1991,0.28,0.27,0.08,4.02,0.77,3.09,0.73,11.84
FSM,1992,0.28,0.27,0.08,4.02,0.77,3.09,0.73,11.84
FSM,1993,0.28,0.27,0.08,4.03,0.78,3.09,0.73,11.85
FSM,1994,0.28,0.27,0.08,4.03,0.78,3.09,0.73,11.85
FSM,1995,0.28,0.27,0.08,4.04,0.78,3.09,0.73,11.86
FSM,1996,0.28,0.27,0.08,4.05,0.78,3.09,0.73,11.87
FSM,1997,0.28,0.27,0.08,4.06,0.78,3.08,0.73,11.87
FSM,1998,0.28,0.27,0.08,4.07,0.78,3.07,0.73,11.88
FSM,1999,0.28,0.27,0.08,4.08,0.78,3.06,0.74,11.88
FSM,2000,0.28,0.27,0.08,4.09,0.79,3.06,0.74,11.89
FSM,2001,0.28,0.27,0.08,4.09,0.79,3.06,0.74,11.88
FSM,2002,0.28,0.27,0.08,4.09,0.79,3.05,0.74,11.87
FSM,2003,0.28,0.27,0.08,4.08,0.79,3.05,0.74,11.86
FSM,2004,0.28,0.27,0.08,4.08,0.79,3.05,0.74,11.85
FSM,2005,0.28,0.27,0.08,4.07,0.79,3.04,0.74,11.85
FSM,2006,0.28,0.27,0.08,4.08,0.79,3.04,0.74,11.85
FSM,2007,0.28,0.27,0.08,4.09,0.78,3.03,0.74,11.86
FSM,2008,0.28,0.27,0.08,4.11,0.78,3.03,0.74,11.87
FSM,2009,0.28,0.27,0.08,4.12,0.78,3.02,0.74,11.87
FSM,2010,0.28,0.27,0.08,4.13,0.78,3.02,0.74,11.88
FSM,2011,0.28,0.27,0.08,4.14,0.77,3.02,0.74,11.89
FSM,2012,0.28,0.27,0.08,4.16,0.77,3.01,0.74,11.91
FSM,2013,0.28,0.27,0.08,4.17,0.76,3.01,0.74,11.92
FSM,2014,0.28,0.27,0.08,4.18,0.76,3.01,0.74,11.93
FSM,2015,0.28,0.27,0.08,4.19,0.76,3.01,0.74,11.93
FSM,2016,0.28,0.27,0.08,4.18,0.76,3.01,0.74,11.92
FSM,2017,0.28,0.27,0.08,4.16,0.77,3.01,0.75,11.91
FSM,2018,0.28,0.27,0.08,4.17,0.77,3.01,0.75,11.91
FSM,2019,0.28,0.27,0.08,4.19,0.77,3.02,0.75,11.93
MDA,1990,0.29,0.55,0.12,4.34,0.71,3.9,2.13,13.01
MDA,1991,0.29,0.55,0.12,4.34,0.71,3.87,2.11,13.01
MDA,1992,0.29,0.55,0.12,4.34,0.72,3.84,2.09,13.03
MDA,1993,0.28,0.55,0.12,4.34,0.72,3.82,2.07,13.05
MDA,1994,0.28,0.55,0.11,4.34,0.72,3.79,2.05,13.07
MDA,1995,0.28,0.55,0.11,4.34,0.72,3.77,2.04,13.11
MDA,1996,0.28,0.55,0.11,4.34,0.72,3.76,2.04,13.16
MDA,1997,0.28,0.55,0.1,4.34,0.71,3.74,2.02,13.23
MDA,1998,0.28,0.55,0.1,4.34,0.71,3.72,2.01,13.31
MDA,1999,0.28,0.55,0.1,4.34,0.7,3.7,1.99,13.36
MDA,2000,0.28,0.55,0.09,4.34,0.7,3.68,1.98,13.38
MDA,2001,0.28,0.55,0.1,4.34,0.7,3.66,1.98,13.36
MDA,2002,0.28,0.55,0.1,4.34,0.7,3.63,1.97,13.34
MDA,2003,0.28,0.55,0.1,4.34,0.71,3.6,1.97,13.31
MDA,2004,0.28,0.55,0.1,4.34,0.71,3.57,1.98,13.28
MDA,2005,0.28,0.55,0.1,4.34,0.71,3.55,1.98,13.25
MDA,2006,0.28,0.55,0.1,4.35,0.71,3.53,1.98,13.22
MDA,2007,0.28,0.55,0.1,4.35,0.71,3.51,1.99,13.18
MDA,2008,0.28,0.55,0.1,4.35,0.7,3.49,2.01,13.13
MDA,2009,0.28,0.55,0.1,4.35,0.7,3.47,2.02,13.08
MDA,2010,0.28,0.55,0.1,4.36,0.69,3.46,2.02,13.04
MDA,2011,0.28,0.55,0.11,4.36,0.69,3.46,2.04,13.01
MDA,2012,0.28,0.55,0.11,4.37,0.69,3.46,2.06,12.98
MDA,2013,0.28,0.55,0.11,4.37,0.68,3.46,2.09,12.96
MDA,2014,0.29,0.55,0.11,4.37,0.68,3.45,2.11,12.93
MDA,2015,0.29,0.55,0.11,4.38,0.68,3.45,2.12,12.9
MDA,2016,0.29,0.55,0.11,4.37,0.68,3.46,2.09,12.88
MDA,2017,0.29,0.55,0.11,4.36,0.69,3.46,2.05,12.86
MDA,2018,0.29,0.55,0.12,4.36,0.69,3.46,2.03,12.83
MDA,2019,0.29,0.55,0.12,4.36,0.68,3.45,2.02,12.8
MCO,1990,0.32,0.99,0.78,5.97,1.02,4.47,2.49,15.87
MCO,1991,0.32,0.99,0.78,5.97,1.03,4.47,2.49,15.87
MCO,1992,0.32,0.99,0.79,5.97,1.04,4.46,2.49,15.88
MCO,1993,0.32,0.99,0.79,5.97,1.05,4.46,2.49,15.88
MCO,1994,0.32,0.99,0.79,5.97,1.06,4.46,2.5,15.88
MCO,1995,0.32,0.99,0.79,5.97,1.06,4.46,2.5,15.88
MCO,1996,0.32,0.99,0.8,5.97,1.07,4.46,2.51,15.88
MCO,1997,0.32,0.99,0.8,5.97,1.08,4.45,2.51,15.88
MCO,1998,0.32,0.99,0.8,5.97,1.08,4.45,2.52,15.89
MCO,1999,0.32,0.99,0.81,5.98,1.09,4.45,2.53,15.89
MCO,2000,0.32,0.99,0.81,5.98,1.09,4.45,2.53,15.89
MCO,2001,0.32,0.99,0.82,5.98,1.1,4.44,2.53,15.9
MCO,2002,0.32,0.99,0.82,5.99,1.1,4.44,2.52,15.91
MCO,2003,0.32,0.99,0.83,5.99,1.11,4.44,2.51,15.91
MCO,2004,0.32,0.99,0.84,6,1.11,4.44,2.51,15.92
MCO,2005,0.32,0.99,0.85,6,1.12,4.44,2.5,15.93
MCO,2006,0.32,0.99,0.85,6,1.12,4.44,2.5,15.93
MCO,2007,0.32,0.99,0.86,6,1.12,4.44,2.51,15.93
MCO,2008,0.32,0.99,0.86,5.99,1.12,4.45,2.51,15.94
MCO,2009,0.32,0.99,0.87,5.99,1.12,4.46,2.51,15.94
MCO,2010,0.32,0.99,0.88,5.99,1.12,4.46,2.51,15.95
MCO,2011,0.32,0.99,0.88,6,1.13,4.46,2.5,15.96
MCO,2012,0.32,0.99,0.89,6.01,1.13,4.46,2.49,15.98
MCO,2013,0.32,0.99,0.9,6.03,1.13,4.47,2.47,16
MCO,2014,0.32,0.99,0.91,6.04,1.14,4.47,2.45,16.01
MCO,2015,0.32,0.99,0.91,6.05,1.14,4.47,2.44,16.02
MCO,2016,0.32,0.99,0.93,6.04,1.15,4.47,2.41,16.03
MCO,2017,0.32,0.99,0.94,6.04,1.15,4.46,2.4,16.03
MCO,2018,0.32,0.99,0.95,6.05,1.15,4.46,2.41,16.04
MCO,2019,0.33,0.99,0.96,6.06,1.15,4.47,2.46,16.05
MNG,1990,0.27,0.52,0.1,2.17,0.51,4.11,2.36,11.43
MNG,1991,0.27,0.52,0.1,2.18,0.51,4.13,2.38,11.47
MNG,1992,0.27,0.52,0.1,2.18,0.51,4.15,2.41,11.51
MNG,1993,0.27,0.52,0.1,2.18,0.52,4.17,2.45,11.54
MNG,1994,0.27,0.52,0.1,2.18,0.52,4.18,2.49,11.57
MNG,1995,0.27,0.52,0.1,2.18,0.52,4.2,2.54,11.6
MNG,1996,0.27,0.52,0.1,2.19,0.53,4.21,2.62,11.62
MNG,1997,0.27,0.52,0.1,2.19,0.54,4.22,2.74,11.65
MNG,1998,0.27,0.52,0.1,2.2,0.56,4.24,2.88,11.67
MNG,1999,0.27,0.52,0.1,2.2,0.57,4.25,3.01,11.69
MNG,2000,0.27,0.52,0.1,2.21,0.58,4.26,3.13,11.7
MNG,2001,0.27,0.52,0.1,2.18,0.59,4.27,3.22,11.69
MNG,2002,0.28,0.52,0.1,2.13,0.59,4.28,3.32,11.64
MNG,2003,0.28,0.52,0.1,2.06,0.6,4.29,3.41,11.58
MNG,2004,0.28,0.52,0.1,2,0.6,4.29,3.5,11.52
MNG,2005,0.28,0.52,0.11,1.97,0.6,4.3,3.6,11.49
MNG,2006,0.28,0.53,0.11,1.98,0.61,4.29,3.74,11.45
MNG,2007,0.28,0.53,0.11,1.98,0.61,4.28,3.91,11.41
MNG,2008,0.28,0.53,0.11,1.98,0.61,4.25,4.08,11.37
MNG,2009,0.28,0.53,0.11,1.98,0.61,4.24,4.21,11.32
MNG,2010,0.28,0.53,0.12,1.98,0.62,4.23,4.27,11.28
MNG,2011,0.28,0.53,0.12,1.98,0.62,4.23,4.26,11.25
MNG,2012,0.28,0.53,0.12,1.99,0.62,4.23,4.21,11.22
MNG,2013,0.28,0.53,0.13,1.99,0.62,4.24,4.15,11.19
MNG,2014,0.28,0.53,0.13,2,0.62,4.24,4.1,11.15
MNG,2015,0.29,0.53,0.13,2.01,0.62,4.24,4.08,11.14
MNG,2016,0.29,0.53,0.14,2.13,0.62,4.25,4.12,11.24
MNG,2017,0.29,0.53,0.14,2.26,0.62,4.26,4.2,11.34
MNG,2018,0.29,0.53,0.14,2.27,0.62,4.24,4.29,11.32
MNG,2019,0.29,0.53,0.14,2.27,0.62,4.2,4.44,11.27
MNE,1990,0.31,0.58,0.16,3.88,0.65,3.05,2.05,11.59
MNE,1991,0.31,0.58,0.16,3.89,0.65,3.05,2.05,11.62
MNE,1992,0.31,0.58,0.15,3.89,0.65,3.05,2.05,11.65
MNE,1993,0.31,0.58,0.15,3.89,0.65,3.04,2.05,11.68
MNE,1994,0.3,0.58,0.14,3.89,0.65,3.04,2.05,11.7
MNE,1995,0.3,0.58,0.14,3.9,0.66,3.04,2.05,11.72
MNE,1996,0.3,0.58,0.14,3.9,0.65,3.04,2.05,11.74
MNE,1997,0.3,0.58,0.14,3.9,0.65,3.04,2.04,11.76
MNE,1998,0.3,0.58,0.13,3.91,0.64,3.05,2.03,11.78
MNE,1999,0.3,0.58,0.13,3.91,0.63,3.05,2.02,11.79
MNE,2000,0.3,0.58,0.13,3.91,0.63,3.05,2.01,11.8
MNE,2001,0.3,0.58,0.13,3.92,0.63,3.05,2.01,11.8
MNE,2002,0.3,0.58,0.14,3.92,0.63,3.05,2.01,11.8
MNE,2003,0.3,0.58,0.14,3.93,0.63,3.05,2.01,11.79
MNE,2004,0.3,0.58,0.14,3.93,0.63,3.06,2,11.79
MNE,2005,0.3,0.58,0.14,3.94,0.63,3.06,2,11.78
MNE,2006,0.31,0.58,0.14,3.94,0.63,3.06,2,11.77
MNE,2007,0.31,0.58,0.15,3.94,0.64,3.05,1.99,11.75
MNE,2008,0.31,0.58,0.15,3.95,0.64,3.05,1.99,11.74
MNE,2009,0.31,0.58,0.15,3.95,0.64,3.04,1.98,11.72
MNE,2010,0.31,0.58,0.15,3.95,0.64,3.04,1.98,11.71
MNE,2011,0.31,0.58,0.15,3.95,0.64,3.04,1.98,11.7
MNE,2012,0.31,0.58,0.16,3.94,0.64,3.03,1.99,11.69
MNE,2013,0.31,0.58,0.16,3.94,0.65,3.03,1.99,11.67
MNE,2014,0.31,0.58,0.16,3.94,0.65,3.03,2,11.66
MNE,2015,0.31,0.58,0.16,3.93,0.65,3.02,2,11.66
MNE,2016,0.31,0.58,0.16,3.93,0.65,3.03,1.97,11.65
MNE,2017,0.31,0.58,0.16,3.92,0.65,3.04,1.94,11.65
MNE,2018,0.31,0.58,0.16,3.92,0.65,3.04,1.97,11.64
MNE,2019,0.31,0.58,0.17,3.93,0.65,3.03,2.03,11.63
MAR,1990,0.25,0.77,0.16,4.79,0.42,5.36,0.42,16.18
MAR,1991,0.25,0.77,0.16,4.8,0.42,5.36,0.42,16.16
MAR,1992,0.25,0.77,0.16,4.8,0.43,5.36,0.42,16.15
MAR,1993,0.25,0.77,0.16,4.81,0.43,5.36,0.42,16.13
MAR,1994,0.25,0.77,0.16,4.81,0.43,5.36,0.42,16.11
MAR,1995,0.25,0.77,0.16,4.81,0.43,5.36,0.42,16.1
MAR,1996,0.25,0.77,0.16,4.82,0.44,5.36,0.42,16.09
MAR,1997,0.25,0.77,0.16,4.82,0.44,5.36,0.42,16.07
MAR,1998,0.25,0.77,0.16,4.83,0.44,5.35,0.42,16.06
MAR,1999,0.25,0.77,0.16,4.84,0.44,5.35,0.42,16.05
MAR,2000,0.25,0.77,0.16,4.84,0.44,5.34,0.42,16.03
MAR,2001,0.25,0.77,0.16,4.84,0.44,5.34,0.42,16.02
MAR,2002,0.25,0.77,0.16,4.85,0.44,5.34,0.42,16.01
MAR,2003,0.25,0.77,0.17,4.86,0.45,5.34,0.42,16
MAR,2004,0.25,0.77,0.17,4.87,0.45,5.33,0.42,15.99
MAR,2005,0.25,0.78,0.17,4.87,0.45,5.33,0.42,15.97
MAR,2006,0.25,0.78,0.17,4.88,0.45,5.33,0.42,15.95
MAR,2007,0.25,0.78,0.17,4.88,0.46,5.33,0.42,15.94
MAR,2008,0.25,0.78,0.17,4.89,0.47,5.33,0.42,15.92
MAR,2009,0.25,0.78,0.18,4.9,0.48,5.33,0.42,15.9
MAR,2010,0.25,0.78,0.18,4.9,0.48,5.33,0.42,15.87
MAR,2011,0.25,0.78,0.18,4.91,0.48,5.33,0.42,15.85
MAR,2012,0.25,0.78,0.18,4.93,0.48,5.33,0.42,15.84
MAR,2013,0.25,0.78,0.18,4.94,0.49,5.33,0.42,15.82
MAR,2014,0.25,0.78,0.19,4.96,0.49,5.33,0.42,15.8
MAR,2015,0.25,0.78,0.19,4.97,0.49,5.33,0.42,15.78
MAR,2016,0.25,0.78,0.19,4.97,0.5,5.32,0.42,15.76
MAR,2017,0.25,0.78,0.19,4.97,0.5,5.32,0.42,15.74
MAR,2018,0.25,0.78,0.19,4.99,0.5,5.32,0.42,15.73
MAR,2019,0.25,0.78,0.2,5.03,0.5,5.32,0.43,15.75
MOZ,1990,0.2,0.58,0.06,3.98,0.32,4.86,1.47,13.68
MOZ,1991,0.2,0.58,0.06,3.99,0.32,4.87,1.46,13.69
MOZ,1992,0.2,0.58,0.06,3.99,0.32,4.88,1.46,13.7
MOZ,1993,0.2,0.58,0.06,3.98,0.33,4.88,1.47,13.7
MOZ,1994,0.2,0.58,0.06,3.98,0.33,4.88,1.47,13.71
MOZ,1995,0.2,0.58,0.06,3.98,0.33,4.89,1.48,13.71
MOZ,1996,0.2,0.58,0.06,3.98,0.33,4.9,1.48,13.71
MOZ,1997,0.2,0.58,0.06,3.98,0.33,4.91,1.49,13.68
MOZ,1998,0.2,0.58,0.06,3.98,0.33,4.92,1.5,13.65
MOZ,1999,0.2,0.58,0.06,3.98,0.34,4.93,1.5,13.62
MOZ,2000,0.2,0.58,0.07,3.98,0.34,4.94,1.51,13.58
MOZ,2001,0.2,0.58,0.07,3.98,0.34,4.95,1.51,13.56
MOZ,2002,0.2,0.58,0.07,3.99,0.34,4.96,1.52,13.53
MOZ,2003,0.2,0.58,0.07,3.99,0.34,4.97,1.53,13.51
MOZ,2004,0.2,0.58,0.07,3.99,0.35,4.98,1.54,13.49
MOZ,2005,0.2,0.58,0.07,3.99,0.35,4.99,1.55,13.47
MOZ,2006,0.2,0.58,0.07,4,0.35,4.99,1.55,13.45
MOZ,2007,0.2,0.58,0.07,4,0.35,5,1.56,13.43
MOZ,2008,0.2,0.59,0.07,4.01,0.35,5.01,1.56,13.42
MOZ,2009,0.2,0.59,0.08,4.01,0.36,5.02,1.57,13.4
MOZ,2010,0.2,0.59,0.08,4.02,0.36,5.02,1.58,13.39
MOZ,2011,0.2,0.59,0.08,4.03,0.36,5.02,1.58,13.37
MOZ,2012,0.21,0.59,0.08,4.04,0.36,5.03,1.6,13.37
MOZ,2013,0.21,0.59,0.08,4.06,0.36,5.03,1.61,13.36
MOZ,2014,0.21,0.59,0.08,4.07,0.37,5.04,1.62,13.35
MOZ,2015,0.21,0.59,0.08,4.08,0.37,5.04,1.63,13.34
MOZ,2016,0.21,0.59,0.08,4.09,0.37,5.04,1.63,13.33
MOZ,2017,0.21,0.59,0.08,4.11,0.37,5.04,1.63,13.32
MOZ,2018,0.21,0.59,0.08,4.11,0.37,5.06,1.64,13.34
MOZ,2019,0.21,0.59,0.09,4.11,0.37,5.09,1.66,13.37
MMR,1990,0.26,0.32,0.06,3.83,0.53,2.23,0.76,12.24
MMR,1991,0.26,0.32,0.06,3.84,0.53,2.22,0.77,12.25
MMR,1992,0.26,0.32,0.06,3.85,0.53,2.22,0.77,12.25
MMR,1993,0.26,0.32,0.06,3.85,0.53,2.21,0.77,12.25
MMR,1994,0.26,0.32,0.06,3.86,0.53,2.21,0.78,12.24
MMR,1995,0.26,0.32,0.06,3.86,0.53,2.2,0.78,12.23
MMR,1996,0.26,0.32,0.06,3.87,0.53,2.19,0.78,12.2
MMR,1997,0.26,0.32,0.06,3.87,0.54,2.18,0.78,12.15
MMR,1998,0.26,0.32,0.06,3.88,0.54,2.17,0.78,12.08
MMR,1999,0.26,0.32,0.06,3.88,0.54,2.16,0.78,12.01
MMR,2000,0.26,0.32,0.06,3.89,0.54,2.16,0.78,11.95
MMR,2001,0.26,0.32,0.06,3.89,0.54,2.16,0.78,11.89
MMR,2002,0.26,0.32,0.06,3.89,0.54,2.16,0.78,11.82
MMR,2003,0.27,0.32,0.06,3.9,0.54,2.17,0.78,11.75
MMR,2004,0.27,0.32,0.07,3.9,0.54,2.17,0.78,11.68
MMR,2005,0.27,0.32,0.07,3.91,0.53,2.17,0.78,11.6
MMR,2006,0.27,0.32,0.07,3.92,0.53,2.17,0.78,11.52
MMR,2007,0.27,0.32,0.07,3.93,0.53,2.17,0.79,11.43
MMR,2008,0.27,0.32,0.08,3.95,0.53,2.16,0.79,11.35
MMR,2009,0.27,0.32,0.08,3.96,0.52,2.16,0.79,11.26
MMR,2010,0.27,0.32,0.08,3.97,0.52,2.16,0.79,11.19
MMR,2011,0.28,0.32,0.08,3.98,0.52,2.16,0.79,11.13
MMR,2012,0.28,0.32,0.08,4,0.52,2.18,0.79,11.07
MMR,2013,0.28,0.32,0.09,4.01,0.52,2.2,0.79,11.03
MMR,2014,0.28,0.32,0.09,4.02,0.52,2.22,0.79,10.99
MMR,2015,0.28,0.33,0.09,4.03,0.52,2.23,0.78,10.96
MMR,2016,0.28,0.33,0.09,4.04,0.52,2.23,0.79,10.92
MMR,2017,0.28,0.33,0.09,4.06,0.52,2.22,0.79,10.89
MMR,2018,0.28,0.33,0.1,4.08,0.52,2.24,0.79,10.88
MMR,2019,0.29,0.33,0.1,4.09,0.52,2.26,0.8,10.89
NAM,1990,0.22,0.56,0.14,3.47,0.68,3.72,2.33,10.93
NAM,1991,0.22,0.56,0.14,3.47,0.68,3.74,2.33,10.96
NAM,1992,0.22,0.56,0.14,3.48,0.69,3.75,2.33,10.99
NAM,1993,0.22,0.56,0.14,3.49,0.69,3.77,2.34,11.01
NAM,1994,0.22,0.56,0.14,3.49,0.7,3.78,2.34,11.03
NAM,1995,0.22,0.56,0.14,3.49,0.7,3.79,2.35,11.04
NAM,1996,0.22,0.57,0.14,3.5,0.71,3.79,2.36,11.05
NAM,1997,0.22,0.57,0.14,3.5,0.72,3.79,2.37,11.05
NAM,1998,0.22,0.57,0.14,3.5,0.74,3.78,2.39,11.05
NAM,1999,0.22,0.57,0.14,3.51,0.75,3.77,2.4,11.04
NAM,2000,0.22,0.57,0.14,3.51,0.76,3.76,2.41,11.04
NAM,2001,0.22,0.57,0.14,3.51,0.76,3.76,2.4,11.04
NAM,2002,0.22,0.57,0.14,3.51,0.76,3.76,2.4,11.04
NAM,2003,0.22,0.57,0.14,3.51,0.76,3.76,2.39,11.03
NAM,2004,0.22,0.57,0.14,3.51,0.76,3.76,2.38,11.03
NAM,2005,0.22,0.57,0.14,3.51,0.75,3.75,2.37,11.03
NAM,2006,0.22,0.57,0.14,3.52,0.75,3.73,2.35,11.01
NAM,2007,0.22,0.57,0.15,3.53,0.74,3.71,2.33,10.99
NAM,2008,0.23,0.57,0.15,3.54,0.74,3.67,2.3,10.97
NAM,2009,0.23,0.57,0.15,3.55,0.73,3.64,2.27,10.95
NAM,2010,0.23,0.57,0.15,3.57,0.72,3.63,2.25,10.95
NAM,2011,0.23,0.57,0.15,3.58,0.72,3.63,2.24,10.96
NAM,2012,0.23,0.57,0.15,3.59,0.71,3.65,2.22,10.99
NAM,2013,0.23,0.57,0.16,3.61,0.71,3.68,2.21,11.03
NAM,2014,0.23,0.57,0.16,3.62,0.7,3.7,2.2,11.06
NAM,2015,0.23,0.57,0.16,3.63,0.7,3.71,2.18,11.08
NAM,2016,0.23,0.57,0.16,3.64,0.71,3.71,2.13,11.09
NAM,2017,0.23,0.57,0.16,3.65,0.72,3.71,2.08,11.1
NAM,2018,0.23,0.57,0.17,3.64,0.72,3.72,2.11,11.1
NAM,2019,0.23,0.57,0.17,3.61,0.72,3.74,2.19,11.09
NRU,1990,0.31,0.27,0.14,4.08,0.73,3.24,0.81,11.46
NRU,1991,0.31,0.27,0.13,4.08,0.73,3.24,0.81,11.48
NRU,1992,0.31,0.27,0.13,4.09,0.73,3.24,0.81,11.51
NRU,1993,0.31,0.27,0.13,4.09,0.73,3.24,0.8,11.54
NRU,1994,0.31,0.27,0.12,4.09,0.73,3.24,0.8,11.57
NRU,1995,0.3,0.27,0.12,4.09,0.73,3.24,0.8,11.59
NRU,1996,0.3,0.27,0.11,4.09,0.73,3.24,0.79,11.62
NRU,1997,0.3,0.27,0.11,4.09,0.73,3.23,0.79,11.66
NRU,1998,0.3,0.27,0.11,4.09,0.73,3.23,0.79,11.69
NRU,1999,0.29,0.27,0.1,4.09,0.73,3.22,0.79,11.73
NRU,2000,0.29,0.27,0.1,4.09,0.73,3.22,0.79,11.77
NRU,2001,0.29,0.27,0.1,4.09,0.73,3.22,0.78,11.8
NRU,2002,0.29,0.27,0.1,4.08,0.73,3.22,0.78,11.84
NRU,2003,0.29,0.27,0.09,4.08,0.72,3.23,0.78,11.87
NRU,2004,0.29,0.27,0.09,4.07,0.72,3.23,0.78,11.9
NRU,2005,0.29,0.27,0.09,4.07,0.72,3.23,0.78,11.92
NRU,2006,0.29,0.27,0.09,4.08,0.72,3.24,0.77,11.93
NRU,2007,0.29,0.27,0.09,4.1,0.72,3.24,0.77,11.95
NRU,2008,0.29,0.27,0.09,4.12,0.72,3.25,0.77,11.98
NRU,2009,0.29,0.27,0.09,4.13,0.72,3.26,0.77,12
NRU,2010,0.29,0.27,0.09,4.15,0.72,3.26,0.77,12.02
NRU,2011,0.29,0.27,0.09,4.16,0.72,3.26,0.77,12.01
NRU,2012,0.29,0.27,0.1,4.18,0.72,3.27,0.78,11.99
NRU,2013,0.29,0.27,0.1,4.19,0.73,3.27,0.78,11.94
NRU,2014,0.29,0.27,0.1,4.2,0.73,3.27,0.79,11.9
NRU,2015,0.29,0.27,0.11,4.21,0.73,3.28,0.79,11.86
NRU,2016,0.29,0.27,0.11,4.21,0.73,3.28,0.79,11.82
NRU,2017,0.3,0.27,0.11,4.21,0.74,3.28,0.78,11.79
NRU,2018,0.3,0.27,0.12,4.22,0.74,3.28,0.79,11.78
NRU,2019,0.3,0.27,0.12,4.24,0.74,3.29,0.79,11.79
NPL,1990,0.28,0.39,0.08,2.98,0.37,4.7,1.21,13.96
NPL,1991,0.28,0.39,0.08,2.98,0.37,4.67,1.21,13.89
NPL,1992,0.28,0.39,0.08,2.98,0.37,4.65,1.21,13.84
NPL,1993,0.28,0.39,0.08,2.99,0.37,4.64,1.21,13.8
NPL,1994,0.28,0.39,0.08,2.99,0.37,4.63,1.21,13.77
NPL,1995,0.28,0.39,0.08,2.99,0.37,4.63,1.21,13.75
NPL,1996,0.28,0.39,0.08,3,0.37,4.68,1.21,13.77
NPL,1997,0.28,0.39,0.09,3,0.38,4.79,1.21,13.85
NPL,1998,0.28,0.39,0.09,3.01,0.38,4.93,1.21,13.95
NPL,1999,0.28,0.39,0.09,3.01,0.38,5.05,1.21,14.04
NPL,2000,0.28,0.39,0.09,3.01,0.38,5.11,1.21,14.08
NPL,2001,0.28,0.39,0.09,3.02,0.38,5.13,1.21,14.08
NPL,2002,0.28,0.39,0.09,3.03,0.38,5.14,1.21,14.09
NPL,2003,0.28,0.39,0.09,3.04,0.38,5.16,1.21,14.1
NPL,2004,0.28,0.39,0.09,3.06,0.38,5.17,1.2,14.11
NPL,2005,0.28,0.39,0.09,3.07,0.38,5.19,1.2,14.11
NPL,2006,0.28,0.39,0.09,3.08,0.38,5.22,1.2,14.13
NPL,2007,0.28,0.39,0.09,3.1,0.38,5.26,1.21,14.16
NPL,2008,0.28,0.39,0.09,3.12,0.38,5.3,1.21,14.19
NPL,2009,0.28,0.39,0.09,3.15,0.38,5.34,1.22,14.22
NPL,2010,0.28,0.39,0.09,3.17,0.38,5.36,1.22,14.22
NPL,2011,0.28,0.39,0.1,3.2,0.38,5.33,1.21,14.18
NPL,2012,0.28,0.4,0.1,3.23,0.38,5.24,1.21,14.08
NPL,2013,0.28,0.4,0.1,3.27,0.38,5.13,1.21,13.97
NPL,2014,0.28,0.4,0.1,3.31,0.38,5.04,1.2,13.87
NPL,2015,0.28,0.4,0.1,3.33,0.38,5,1.2,13.83
NPL,2016,0.28,0.4,0.1,3.35,0.39,5,1.21,13.81
NPL,2017,0.28,0.4,0.11,3.36,0.39,5.01,1.21,13.81
NPL,2018,0.28,0.4,0.11,3.37,0.39,5.03,1.22,13.81
NPL,2019,0.28,0.4,0.11,3.39,0.39,5.06,1.23,13.83
NLD,1990,0.42,0.87,0.3,7.02,1.2,3.99,1.72,16.17
NLD,1991,0.42,0.87,0.3,7.21,1.2,3.97,1.76,16.31
NLD,1992,0.42,0.87,0.3,7.37,1.2,3.95,1.8,16.43
NLD,1993,0.42,0.87,0.31,7.5,1.2,3.93,1.82,16.52
NLD,1994,0.42,0.87,0.31,7.6,1.2,3.92,1.84,16.59
NLD,1995,0.42,0.87,0.31,7.64,1.2,3.91,1.85,16.62
NLD,1996,0.42,0.87,0.31,7.64,1.2,3.9,1.84,16.62
NLD,1997,0.42,0.87,0.32,7.64,1.2,3.9,1.83,16.61
NLD,1998,0.42,0.87,0.33,7.63,1.2,3.89,1.82,16.6
NLD,1999,0.42,0.87,0.34,7.62,1.2,3.89,1.79,16.58
NLD,2000,0.42,0.87,0.34,7.59,1.2,3.89,1.77,16.57
NLD,2001,0.42,0.87,0.35,7.51,1.19,3.89,1.73,16.52
NLD,2002,0.42,0.87,0.35,7.34,1.18,3.9,1.68,16.42
NLD,2003,0.42,0.87,0.35,7.14,1.16,3.92,1.62,16.29
NLD,2004,0.42,0.87,0.36,6.96,1.15,3.93,1.57,16.19
NLD,2005,0.42,0.87,0.36,6.88,1.14,3.93,1.54,16.13
NLD,2006,0.42,0.87,0.37,6.86,1.14,3.93,1.54,16.12
NLD,2007,0.42,0.87,0.37,6.85,1.13,3.93,1.54,16.12
NLD,2008,0.42,0.87,0.39,6.86,1.12,3.93,1.54,16.13
NLD,2009,0.42,0.87,0.39,6.89,1.11,3.92,1.54,16.15
